0.000010,0.000010,0.117586,0.261065,0.096077,0.000010,0.066637,0.000010,0.000010,0.000010,0.000010,0.248915,0.265528
0.048234,0.013444,0.268396,0.105714,0.201176,0.197477,0.270066,0.000010,0.214501,0.018865,0.000010,0.000010,0.167979
0.223768,0.057230,0.057402,0.000010,0.000010,0.122642,0.164444,0.000010,0.000010,0.000010,0.230723,0.006402,0.000010
0.000010,0.078561,0.000010,0.000010,0.000010,0.000010,0.000010,0.136998,0.024871,0.000010,0.000010,0.000010,0.000010
0.000010,0.272069,0.000010,0.238479,0.261559,0.000010,0.000010,0.000010,0.079587,0.111994,0.000010,0.168894,0.000010
0.129832,0.000010,0.000010,0.181861,0.106612,0.139200,0.120995,0.000010,0.008623,0.000010,0.008477,0.256364,0.098091
0.165242,0.000010,0.000010,0.139140,0.254148,0.159070,0.195990,0.082634,0.171006,0.000010,0.132071,0.257260,0.000010
0.132669,0.025010,0.218462,0.011673,0.148604,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.217789,0.000010
0.096521,0.000010,0.000010,0.000010,0.000010,0.000010,0.219838,0.003125,0.000010,0.000010,0.000010,0.000010,0.227533
0.200678,0.126026,0.147501,0.104323,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.100774,0.000010,0.159260
0.000010,0.000010,0.026727,0.084602,0.008194,0.000010,0.094218,0.000010,0.200126,0.000010,0.116853,0.000010,0.080444
0.000010,0.000010,0.000010,0.000010,0.067330,0.000010,0.216689,0.213289,0.145008,0.224829,0.000010,0.261213,0.124845
0.000010,0.000010,0.076801,0.000010,0.114506,0.000010,0.128306,0.206792,0.194561,0.205598,0.077535,0.000010,0.130804
