0.001010,0.000010,0.118586,0.260065,0.095077,0.000010,0.067637,0.001010,0.001010,0.001010,0.001010,0.247915,0.264528
0.047234,0.014444,0.269396,0.104714,0.202176,0.196477,0.269066,0.001010,0.213501,0.019865,0.001010,0.001010,0.168979
0.222768,0.058230,0.058402,0.000010,0.001010,0.121642,0.163444,0.001010,0.000010,0.001010,0.231723,0.007402,0.001010
0.000010,0.079561,0.000010,0.001010,0.001010,0.001010,0.000010,0.137998,0.023871,0.000010,0.000010,0.001010,0.001010
0.001010,0.271069,0.001010,0.237479,0.260559,0.000010,0.001010,0.001010,0.080587,0.112994,0.001010,0.167894,0.000010
0.130832,0.001010,0.000010,0.182861,0.107612,0.140200,0.119995,0.000010,0.007623,0.000010,0.007477,0.255364,0.099091
0.166242,0.000010,0.000010,0.140140,0.253148,0.160070,0.196990,0.081634,0.172006,0.000010,0.131071,0.256260,0.000010
0.131669,0.026010,0.217462,0.012673,0.149604,0.000010,0.000010,0.001010,0.000010,0.000010,0.000010,0.218789,0.001010
0.097521,0.000010,0.000010,0.001010,0.000010,0.001010,0.220838,0.002125,0.001010,0.000010,0.000010,0.000010,0.226533
0.201678,0.125026,0.148501,0.103323,0.000010,0.000010,0.001010,0.001010,0.001010,0.001010,0.101774,0.000010,0.158260
0.000010,0.001010,0.027727,0.083602,0.009194,0.000010,0.093218,0.001010,0.199126,0.001010,0.117853,0.001010,0.081444
0.000000,0.000000,0.000000,0.000000,0.066344,0.000000,0.215694,0.212293,0.144015,0.223833,0.000000,0.260217,0.123853
0.000000,0.000000,0.075814,0.000000,0.113515,0.000000,0.127314,0.205797,0.193566,0.204603,0.076547,0.000000,0.129812
