0.001912,0.000010,0.119238,0.259481,0.094218,0.000010,0.068443,0.002010,0.001847,0.001842,0.001876,0.247248,0.263696
0.046260,0.015041,0.270341,0.103762,0.201538,0.195481,0.268422,0.001987,0.212877,0.020853,0.001970,0.001962,0.168636
0.221771,0.059223,0.059400,0.000010,0.001993,0.120642,0.162444,0.001986,0.000010,0.002005,0.232723,0.008388,0.001995
0.000010,0.080473,0.000598,0.001543,0.001988,0.001932,0.000010,0.138458,0.022959,0.000010,0.000010,0.001701,0.001927
0.002011,0.270093,0.000856,0.236896,0.259557,0.000010,0.001969,0.001880,0.081566,0.113975,0.002005,0.167159,0.000010
0.131768,0.001086,0.000010,0.183858,0.107229,0.141189,0.119656,0.000010,0.007091,0.000010,0.006549,0.254561,0.099744
0.167243,0.000010,0.000010,0.141142,0.252166,0.161071,0.197991,0.080638,0.172989,0.000010,0.130071,0.255264,0.000010
0.130672,0.027001,0.218145,0.013253,0.150605,0.000709,0.000010,0.000593,0.000010,0.000010,0.000010,0.219557,0.002002
0.098522,0.000010,0.000010,0.002010,0.000010,0.001977,0.221820,0.001127,0.000828,0.000010,0.000010,0.000010,0.226514
0.202611,0.124163,0.148782,0.102703,0.000010,0.000010,0.001852,0.002011,0.001874,0.001870,0.102673,0.000010,0.157394
0.000010,0.001974,0.028688,0.082640,0.010121,0.000010,0.092254,0.001957,0.198197,0.001965,0.118828,0.001945,0.082387
0.000010,0.000010,0.000010,0.000010,0.065359,0.000010,0.214699,0.211298,0.143022,0.222838,0.000010,0.259221,0.122862
0.000010,0.000010,0.074827,0.000010,0.112524,0.000010,0.126322,0.204802,0.192571,0.203607,0.075561,0.000010,0.128819
