0.051196,0.074642,0.000398,0.250493,0.000010,0.000010,0.000010,0.011108,0.096915,0.000010,0.056242,0.000010,0.138178,0.178004,0.171882
0.000010,0.031833,0.000010,0.165121,0.160235,0.000010,0.110555,0.049715,0.000010,0.060749,0.000010,0.000010,0.000010,0.238463,0.179546
0.000010,0.000010,0.218673,0.154502,0.000010,0.144684,0.000010,0.000010,0.000010,0.000010,0.029171,0.000010,0.000010,0.105659,0.000010
0.000010,0.033686,0.087184,0.000010,0.170989,0.000010,0.052524,0.251476,0.000010,0.036392,0.021601,0.183344,0.000010,0.178408,0.046864
0.221686,0.000010,0.091455,0.000010,0.145209,0.000010,0.000010,0.144930,0.000010,0.000010,0.000010,0.114221,0.207976,0.000010,0.090079
0.053946,0.237986,0.000010,0.000010,0.057547,0.135831,0.000010,0.000010,0.000010,0.003076,0.156649,0.165133,0.133522,0.000108,0.026161
0.148660,0.000010,0.000010,0.000010,0.225113,0.222043,0.000010,0.000010,0.118299,0.122622,0.097899,0.000010,0.000010,0.000010,0.000010
0.196333,0.000010,0.000010,0.000010,0.000010,0.087448,0.150951,0.165407,0.059672,0.152846,0.082735,0.000010,0.000010,0.000010,0.000010
0.090214,0.248117,0.000010,0.025983,0.242427,0.201670,0.098909,0.000010,0.000010,0.166021,0.212992,0.000010,0.000010,0.174809,0.000010
0.134313,0.000010,0.000010,0.000010,0.176988,0.000010,0.000010,0.075577,0.000010,0.214295,0.028213,0.000010,0.000010,0.000010,0.000010
0.000010,0.103008,0.112534,0.026834,0.073311,0.000010,0.075396,0.245301,0.000010,0.138303,0.204762,0.164320,0.055607,0.125867,0.000010
0.055727,0.000010,0.000010,0.000010,0.217650,0.044421,0.000010,0.231760,0.000010,0.234258,0.032491,0.155072,0.000010,0.177964,0.000010
0.000010,0.165683,0.000010,0.000010,0.031785,0.032104,0.000010,0.000010,0.066159,0.255457,0.000010,0.000010,0.124355,0.247429,0.188924
0.000010,0.036916,0.204262,0.000010,0.000010,0.059234,0.000010,0.000010,0.121602,0.014181,0.000010,0.113766,0.000010,0.000010,0.000010
0.000010,0.000010,0.183420,0.000010,0.233977,0.196051,0.237253,0.000010,0.000010,0.000010,0.000010,0.002800,0.000010,0.241280,0.036262
