-0.056052,0.055622,-0.160605,-0.121892,-0.090323,-0.012304,-0.281627,-0.168585,-0.263278,0.008605,0.113615,-0.221623
0.285648,0.200275,-0.026172,-0.101656,0.129287,-0.112380,-0.147092,0.029054,-0.157173,0.248219,0.033455,-0.019821
-0.212527,-0.089338,-0.169564,-0.197440,-0.011311,0.140597,-0.063275,0.029253,0.248889,-0.175845,0.217595,0.020246
0.007302,-0.243236,0.015980,0.054826,0.041227,-0.061678,0.276842,-0.016952,0.048557,0.184708,0.070275,-0.100113
0.230477,0.096334,-0.276626,-0.217239,0.181582,-0.021541,0.118064,-0.038873,0.166764,0.135167,-0.153013,-0.060184
-0.022911,-0.273065,-0.001482,-0.005256,-0.090292,0.092068,0.190299,0.230284,-0.055350,0.203689,0.072987,-0.166883
-0.260909,-0.249005,0.168333,-0.054791,-0.026652,0.152642,0.105139,0.160415,-0.002405,0.272877,0.141168,-0.013195
0.281188,0.260009,-0.039674,-0.002974,0.044203,-0.189728,0.279020,0.090594,0.176058,0.252150,0.138702,-0.069967
-0.194449,0.271371,0.207772,-0.001890,0.239053,0.033817,-0.214835,0.206253,-0.055409,-0.073472,0.259702,-0.064644
-0.057656,-0.143981,0.087828,-0.119410,0.268717,-0.162835,-0.270901,0.225946,0.221670,0.239959,0.008589,0.068001
0.059505,-0.261413,-0.020921,0.032374,-0.279989,0.164044,-0.001855,-0.182881,0.118621,-0.024199,0.217340,0.166605
0.049031,-0.006870,-0.123273,0.050087,-0.067077,-0.191358,-0.191236,-0.187832,-0.209186,-0.041989,0.164343,-0.103570
